,node2vec,gmvae,Unnamed: 0,label,type
334.0,"[-0.499919, -0.26048, 0.176265, 0.340959, -0.178785, 0.100902, -1.11221, 0.0710941, -0.911252, 1.55052, 1.61803, 1.50587, -0.54482, -0.729511, -4.15982, -1.35226]","[1.0854021310806274, -0.3140571713447571, 0.15284541249275208, -0.7991394996643066, 0.6827864646911621, -0.9232509136199951, 0.008809834718704224, -0.3512980043888092, -0.12877684831619263, -0.6205958127975464, 0.15419290959835052, 0.5674964785575867, -0.3228771686553955, -0.45395511388778687, -0.5580347180366516, 0.141241192817688]",334,Pilomatricoma,Cancer
340.0,"[-0.712975, -0.0335953, 0.198694, 0.645784, -0.576466, 0.148324, -1.11191, -0.0101014, -0.835261, 1.74794, 1.95147, 1.91241, -0.79276, -1.03655, -4.78185, -1.21364]","[-0.34907087683677673, -1.0641640424728394, 0.08124503493309021, -0.03613286465406418, 0.5950850248336792, 0.6547721028327942, -0.458353191614151, -0.8486834764480591, -1.1448233127593994, -0.8273903131484985, -0.632178783416748, -0.6998391151428223, 0.027331078425049782, -0.14618241786956787, -0.07199838012456894, 0.5528258085250854]",340,Glaucoma,Ophthamological
341.0,"[-0.861571, -0.0929699, 0.216972, 0.820831, -0.735905, 0.158305, -1.26087, -0.0418695, -1.07435, 2.15152, 2.45005, 2.28762, -1.04214, -1.23623, -5.76001, -1.56623]","[-0.96961510181427, -0.7459290027618408, -0.11441968381404877, -1.5275371074676514, -0.04012703523039818, -1.3121243715286255, 0.7664795517921448, 0.2719420790672302, -0.839851438999176, 0.905171275138855, -0.9228543639183044, 0.6086840033531189, 1.7453160285949707, -0.18404459953308105, -0.1380472630262375, -0.7523095607757568]",341,Peters anomaly,Developmental
342.0,"[-0.550589, -0.489851, -0.0458459, 0.612619, -0.414324, 0.17458, -0.990582, 0.0426338, -1.12304, 1.60771, 1.74789, 1.54504, -1.02349, -0.733891, -4.04987, -1.56359]","[-0.8336622714996338, 0.7440721392631531, -0.36322060227394104, 0.7246280908584595, 0.3967265188694, -0.4972262382507324, -0.9806789755821228, 0.6629372835159302, -0.8449187278747559, 0.5000680685043335, -0.4587496817111969, -1.032036304473877, -0.31733155250549316, 0.08378680050373077, -0.11997286975383759, 0.8824062943458557]",342,Coumarin resistance,Hematological
363.0,"[-0.619728, -0.368983, 0.370624, 0.503641, -0.532961, 0.18554, -0.932333, -0.0136128, -0.863068, 1.82775, 1.40059, 1.21711, -0.966367, -1.22549, -3.99744, -1.22113]","[-0.5202527046203613, 0.8115828633308411, 0.6775680780410767, 0.33710548281669617, -0.6106849908828735, -0.3372449278831482, -0.8190836906433105, 1.2068777084350586, 1.5284597873687744, 0.5829859375953674, -0.8020767569541931, 0.7802132964134216, 0.5545505285263062, -0.023675017058849335, 0.24248823523521423, -0.09546998143196106]",363,Dopamine beta-hydroxylase deciency,Metabolic
364.0,"[-0.691577, -0.444261, 0.330505, 0.641415, -0.613784, 0.23102, -1.1285, -0.1016, -0.971044, 2.35077, 1.75942, 1.53439, -1.23516, -1.56007, -5.20805, -1.49434]","[-1.579070806503296, 0.6838805675506592, -0.008692681789398193, 0.3627696633338928, -0.420127272605896, -0.3029877543449402, -0.47530287504196167, -0.31481632590293884, 0.8144787549972534, 0.508271336555481, -1.2643096446990967, 0.532065749168396, 0.12964361906051636, -0.3218199908733368, 0.5309120416641235, 0.11990098655223846]",364,Parkinson disease,Neurological
365.0,"[-0.490608, -0.334536, 0.0732191, 0.491187, -0.178506, 0.27261, -1.1938, 0.250238, -0.99396, 1.94091, 2.02131, 2.17417, -0.957217, -1.27001, -4.99917, -1.42423]","[0.37934207916259766, 0.3984661102294922, -1.1647839546203613, 0.7193101048469543, -0.6660650372505188, 0.2831290364265442, -0.1202649474143982, 1.0040377378463745, 0.07845094799995422, 0.6572805643081665, 1.0500855445861816, 0.7707056403160095, -0.677406370639801, -0.142181858420372, 0.2118295580148697, -0.6380438804626465]",365,Angiotensin I-converting enzyme,Endocrine
366.0,"[-0.530093, -0.427704, 0.0905847, 0.470159, -0.257669, 0.392952, -1.1797, 0.227839, -0.979705, 1.9985, 1.96962, 2.08838, -0.90911, -1.29237, -4.99133, -1.39291]","[-0.04052284359931946, -0.06768840551376343, 0.3821161687374115, 0.46011146903038025, -1.028926134109497, 0.23739664256572723, -0.7307620048522949, 0.6689363121986389, -0.7303460836410522, 1.0089950561523438, 0.7756380438804626, 0.8193131685256958, -0.5489366054534912, -0.42592719197273254, 0.24330605566501617, -0.6997694373130798]",366,"SARS, progression of",Immunological
367.0,"[-0.549769, -0.316741, 0.281532, 0.653954, -0.286106, 0.34114, -1.32695, -0.444516, -1.15142, 1.89126, 1.9573, 2.09161, -0.873097, -1.46273, -5.20255, -1.59265]","[-0.5623900890350342, 0.40168631076812744, 0.03614237904548645, -0.5449327230453491, 0.0451970100402832, 0.1612960398197174, 0.12111550569534302, -0.8906323313713074, 0.040403783321380615, -0.5416104197502136, -0.36038339138031006, 0.06893026828765869, -0.09363806247711182, 0.3796444237232208, 0.7242647409439087, 0.028815865516662598]",367,Amyotrophic lateral sclerosis,Neurological
368.0,"[-0.402561, -0.21254, 0.202379, 0.482158, -0.27282, 0.172339, -1.06638, -0.332841, -0.818753, 1.47302, 1.49319, 1.66949, -0.698667, -1.14058, -4.06366, -1.21625]","[0.0985727459192276, -0.2867141366004944, 0.13969570398330688, 1.3691177368164062, 0.15529875457286835, -0.3789478838443756, -0.7757297158241272, -0.5788010358810425, 0.4398157000541687, 0.5079243779182434, -0.35626426339149475, -1.1617391109466553, -1.01931893825531, 0.5788707733154297, -0.1294814646244049, 1.7058980464935303]",368,"Lower motor neuron disease, progressive, without sensory symptoms",Neurological
369.0,"[-0.712465, -0.462934, -0.104248, 1.09757, -0.463637, 0.399227, -1.27198, 0.0365542, -1.12536, 2.23237, 2.40781, 2.37463, -1.59933, -0.939845, -5.94941, -2.09783]","[-0.8540250062942505, -0.5441229343414307, 0.05224010348320007, 0.23006558418273926, -0.8162165880203247, 0.5062886476516724, 0.8498685359954834, 0.794366180896759, 0.20807522535324097, 0.36496293544769287, -0.7608283758163452, 0.4260883927345276, 0.17114831507205963, -0.7226698994636536, 1.151843786239624, -0.23181244730949402]",369,Lissencephaly,Neurological
370.0,"[-0.652011, -0.397743, -0.101633, 0.934283, -0.417763, 0.370664, -1.16349, 0.0249091, -0.938817, 1.90451, 2.0436, 2.02438, -1.29095, -0.734747, -4.90388, -1.76441]","[-0.6750898957252502, -0.3361341953277588, 0.050825729966163635, 0.4563911259174347, -0.7857531309127808, -0.3450506031513214, 1.1996005773544312, -0.19895391166210175, 0.8512355089187622, 1.2574570178985596, 0.1195862740278244, 0.38144272565841675, 0.12626796960830688, -0.1636865884065628, 0.8371467590332031, -0.1108657717704773]",370,Subcortical laminar heterotopia,Neurological
374.0,"[-0.79491, -0.214544, 0.190643, 0.561291, -0.186073, 0.0976975, -1.28135, -0.0912484, -1.11056, 2.02987, 1.63375, 1.85848, -1.03358, -0.899777, -4.79118, -1.17075]","[-1.0938594341278076, 0.051790256053209305, 0.9468200206756592, 0.3611292839050293, 0.27536022663116455, -0.8066574335098267, -0.4550168514251709, -0.20059269666671753, -0.29646703600883484, -0.37825292348861694, -0.35190245509147644, 0.7607303261756897, 0.3851248323917389, 0.23298859596252441, 0.31893372535705566, -0.2319692075252533]",374,Jensen syndrome,Neurological
375.0,"[-0.77043, -0.212394, 0.191422, 0.611001, -0.214015, 0.129269, -1.26723, -0.0963955, -1.13276, 2.06304, 1.63738, 1.92025, -1.0156, -0.881671, -4.82349, -1.2055]","[-0.5758224129676819, -0.029051009565591812, 0.37210965156555176, 0.11404818296432495, 0.4103615880012512, -0.7209213972091675, -0.3186753988265991, -0.47655001282691956, -0.24605792760849, 0.09937626123428345, -0.006529718637466431, 0.7545725703239441, 0.015064358711242676, -0.33054888248443604, 0.2268127202987671, -0.9713423252105713]",375,Mohr-Tranebjaerg syndrome,Neurological
376.0,"[-0.62469, -0.191517, 0.157221, 0.50512, -0.137295, -0.00479217, -1.12807, 0.00545859, -0.942996, 1.66858, 1.32062, 1.63141, -0.824906, -0.742882, -4.10862, -1.00584]","[0.25689423084259033, -0.7174296379089355, 0.3200729191303253, 0.10748875886201859, 0.5077502727508545, -0.3847907781600952, -0.2624095678329468, -0.6755964756011963, -0.5090218186378479, -1.0906049013137817, -0.06632407009601593, -0.003523319959640503, 0.8635482788085938, -0.0016827099025249481, 0.07295948266983032, -0.4999611973762512]",376,Meniere disease,Neurological
380.0,"[-0.524948, 0.0429235, 0.337447, 0.261601, -0.122087, 0.00336899, -0.792671, 0.123014, -0.816733, 1.38601, 1.33438, 1.60103, -0.674212, -0.813639, -3.41993, -1.25656]","[-0.35517221689224243, -0.28627246618270874, 0.229417085647583, 0.3670443594455719, 0.847146213054657, -0.0007315129041671753, -0.14839854836463928, 0.5056537985801697, -0.7546284198760986, -0.2886878252029419, 0.25664547085762024, -0.45209801197052, 0.6058788299560547, 0.3518388569355011, 0.5884833931922913, -0.4846762716770172]",380,Benzene toxicity,Unclassified
384.0,"[-0.468819, -0.451062, -0.110892, 0.393386, -0.339975, 0.276336, -1.06004, 0.0137637, -1.11634, 1.66281, 1.68013, 1.57093, -0.923389, -1.03354, -4.35732, -1.54084]","[-0.662980318069458, 0.4793819189071655, 0.9156211614608765, 0.1552072912454605, -0.47648459672927856, 0.18485061824321747, -0.3914446234703064, -0.10587230324745178, -0.6974313855171204, -0.07750482112169266, 0.32151544094085693, 0.11977173388004303, -0.3264209032058716, 0.22920264303684235, 0.08812670409679413, -0.4588354825973511]",384,Glioblastoma,Cancer
385.0,"[-0.857589, -0.328692, 0.23012, 0.393559, -0.323238, 0.0925522, -1.17412, -0.195655, -1.27579, 1.71569, 2.13841, 1.85272, -0.957213, -1.0531, -4.83441, -1.45379]","[-0.36158788204193115, 1.0312106609344482, 0.9781752824783325, 0.5149808526039124, -0.382665753364563, -0.7287694215774536, -0.12583500146865845, 0.5623493194580078, 0.3833537697792053, -0.8006424903869629, -0.9563151597976685, -0.6646178960800171, -0.5542778372764587, -0.07508599758148193, 0.1537804752588272, -0.2178153693675995]",385,Becker muscular dystrophy,Muscular
386.0,"[-0.811682, -0.3105, 0.161138, 0.362689, -0.277585, 0.0785327, -1.09951, -0.178181, -1.16994, 1.63264, 1.93376, 1.80636, -0.857707, -0.95336, -4.53951, -1.29305]","[-0.7015295028686523, 0.7588814496994019, 0.5808231830596924, 0.7063383460044861, -0.38240593671798706, -0.07363200187683105, -0.32255613803863525, 0.872827410697937, 0.9366796016693115, -0.9679479002952576, -0.623525857925415, -0.4775991439819336, -0.47571712732315063, 0.137465700507164, -0.4559887647628784, 0.28639066219329834]",386,Duchenne muscular dystrophy,Muscular
390.0,"[-0.462346, -0.291898, 0.291577, 0.947109, -0.228075, 0.17554, -1.43105, -0.674878, -1.06888, 2.03817, 2.17195, 2.51789, -1.26028, -1.9025, -5.90685, -2.17996]","[-0.9332443475723267, 0.5037046074867249, 1.0288872718811035, 0.31643545627593994, -0.38776957988739014, -1.672515630722046, -0.008856663480401039, -0.14251093566417694, 0.741640031337738, 1.9256561994552612, -1.5413377285003662, -0.17343604564666748, 1.2722965478897095, -0.20128782093524933, 0.016246890649199486, -0.8430253863334656]",390,Charcot-Marie-Tooth disease,Neurological
401.0,"[-0.747458, 0.0042701, 0.247991, 0.480642, -0.121613, 0.357355, -1.41821, -0.494229, -1.09188, 2.26378, 2.6432, 2.05343, -1.49382, -1.25981, -5.79172, -1.65319]","[0.15039432048797607, 0.6025843620300293, -0.15598326921463013, -0.2966997027397156, 0.012229673564434052, -0.708572506904602, -0.33372005820274353, -0.42297476530075073, -0.5836420655250549, 0.5616235136985779, -0.32738614082336426, 0.12773902714252472, -1.0172269344329834, 0.22594694793224335, 0.10192476958036423, 0.14230872690677643]",401,Keratosis palmoplantaria striata,Dermatological
402.0,"[-0.740362, 0.0210623, 0.244879, 0.295654, -0.239798, 0.374945, -1.60139, -0.407048, -1.11094, 2.18439, 2.51532, 1.78847, -1.38198, -1.31899, -5.65064, -1.4238]","[1.2558294534683228, 0.15548042953014374, -0.9274675250053406, 0.758310079574585, 0.5077844858169556, -0.5791406035423279, -1.04373300075531, 0.15825535356998444, -0.7750211358070374, 1.7160553932189941, -1.0461633205413818, -0.17356708645820618, -1.0957404375076294, -0.11331937462091446, -0.20926512777805328, 1.0718051195144653]",402,Arrhythmogenic right ventricular dysplasia,Cardiovascular
403.0,"[-0.66313, 0.0471479, 0.207913, 0.382318, -0.172427, 0.431647, -1.50356, -0.407423, -1.14456, 2.12167, 2.50348, 1.86634, -1.32834, -1.17937, -5.53329, -1.47902]","[-0.496866375207901, -0.29709741473197937, -0.3078272342681885, 0.5055161714553833, -0.15362277626991272, 1.1583068370819092, -0.4177631735801697, 0.34617841243743896, -0.13076046109199524, 0.44058844447135925, -0.8122267723083496, 0.24131280183792114, -0.6092063784599304, 0.14248152077198029, -0.723944902420044, 0.810991644859314]",403,Dilated cardiomyopathy with woolly hair and keratoderma,Multiple
404.0,"[-0.714133, 0.021464, 0.216604, 0.357945, -0.159291, 0.424225, -1.51259, -0.436526, -1.08818, 2.16987, 2.49786, 1.84873, -1.32511, -1.20409, -5.47342, -1.47607]","[1.1700060367584229, 0.6347985863685608, 0.33890315890312195, -0.09077031910419464, 0.48968660831451416, -0.6080499887466431, -0.07086971402168274, 0.13871952891349792, -0.8114018440246582, 0.43084079027175903, 0.3997114598751068, 0.1778503656387329, -0.8854904174804688, 0.44368696212768555, -0.03802705556154251, 0.5265528559684753]",404,Skin fragility-woolly hair syndrome,Dermatological
405.0,"[-0.671398, -0.220553, 0.207389, 0.605404, -0.175345, 0.0477557, -1.31594, -0.0358377, -1.10729, 1.99131, 1.6494, 1.95571, -0.987243, -0.858168, -4.8152, -1.19725]","[0.17609839141368866, -0.3858395516872406, -0.3692600429058075, -0.4695069491863251, 0.4358263909816742, 0.19371801614761353, -0.6917821168899536, -0.6400281190872192, -0.4213908910751343, -0.40529221296310425, 0.47756046056747437, 0.8858110308647156, 0.2900617718696594, -1.2124676704406738, -0.14448219537734985, 0.3336948752403259]",405,"Dentin dysplasia, type II",Bone
406.0,"[-0.701111, -0.192871, 0.171527, 0.536725, -0.171002, 0.0593882, -1.34718, -0.02685, -1.05093, 1.96072, 1.53389, 1.87759, -1.01306, -0.84543, -4.73419, -1.13927]","[0.46680372953414917, -0.14744126796722412, -0.48059460520744324, -0.43874940276145935, -1.3691089153289795, -0.6036083102226257, -0.9002698063850403, -0.47205230593681335, -0.5345379114151001, -0.3897814154624939, 0.2319854497909546, -0.6435198187828064, 0.5198996663093567, -0.5019605755805969, -0.4453113079071045, 0.28003665804862976]",406,"Dentinogenesis imperfecta, Shields type",Bone
407.0,"[-0.448063, -0.0660123, 0.698751, 0.762202, -0.537589, 0.353483, -1.50644, -0.325902, -1.35352, 2.33924, 2.43927, 2.13784, -0.982554, -1.3766, -5.64541, -1.64945]","[0.12283146381378174, 0.6679694652557373, 0.8144862055778503, -0.7398068904876709, -0.6911539435386658, -0.19077156484127045, 0.3319718837738037, 0.6524045467376709, 0.4464739263057709, 1.0837085247039795, 0.4204165041446686, 0.3729361295700073, 0.02092251181602478, -0.7635546326637268, 0.5166759490966797, -0.006279077380895615]",407,Achondrogenesis Ib,Bone
408.0,"[-0.522817, -0.0735713, 0.755991, 0.84505, -0.597456, 0.376897, -1.66274, -0.351666, -1.52933, 2.60847, 2.71984, 2.39369, -1.09662, -1.54878, -6.29454, -1.81506]","[0.6384265422821045, 0.43181464076042175, 1.442439317703247, 0.0802474170923233, -0.09435495734214783, -1.507393479347229, -0.03183889389038086, 0.7831419706344604, 0.6806169748306274, 0.5064110159873962, 0.3714680075645447, 1.4256477355957031, -0.11394527554512024, -0.640143871307373, 1.3190596103668213, 0.30198144912719727]",408,Atelosteogenesis,Connective tissue disorder
409.0,"[-0.435673, -0.0389516, 0.722296, 0.780775, -0.546763, 0.349254, -1.51059, -0.333452, -1.39081, 2.37788, 2.48578, 2.20524, -0.963352, -1.39543, -5.71841, -1.68588]","[1.3405077457427979, -0.25054293870925903, 1.3745442628860474, -0.46717405319213867, -0.06986665725708008, 0.708182692527771, -0.2718117833137512, 0.22409570217132568, 1.0200687646865845, 0.36117491126060486, -0.6226270198822021, 0.21183982491493225, -0.2650846838951111, -0.3347068727016449, -0.8787053823471069, -0.34648841619491577]",409,Diastrophic dysplasia,Skeletal
411.0,"[-0.82325, -0.468534, 0.191034, 0.2426, -0.672736, 0.65625, -1.48195, -0.128265, -1.27763, 2.42101, 2.3057, 2.76373, -1.2745, -1.25461, -6.18453, -1.74417]","[-0.4425112307071686, -0.6203696727752686, -0.8590126037597656, 0.9715244770050049, 0.30158329010009766, 0.385528564453125, 0.42690351605415344, -0.4053427577018738, 1.2114222049713135, 1.0218051671981812, 0.3171076476573944, -1.6090960502624512, 0.4584851861000061, -0.2628262937068939, 0.43611282110214233, 2.17545223236084]",411,Hirschsprung disease,Gastrointestinal
414.0,"[-0.959722, -0.413964, 0.174993, 0.555797, -0.089303, 0.21304, -1.51916, -0.295229, -0.895151, 2.46881, 1.67455, 2.22628, -1.35209, -1.27297, -5.50917, -1.31098]","[-0.12224847078323364, 1.0572706460952759, -0.265605628490448, -0.8906586766242981, 0.10926850140094757, -0.3588118851184845, 0.8246243000030518, -0.260226309299469, 0.285070538520813, -0.8579856157302856, 0.40708377957344055, 0.9077075123786926, -0.9092870950698853, 0.012554511427879333, 0.07243570685386658, 0.09831254184246063]",414,Ectodermal dysplasia,Dermatological
415.0,"[-0.723594, -0.382956, 0.239626, 0.178753, -0.585901, 0.542744, -1.32082, -0.15605, -1.03565, 1.93063, 1.83657, 2.1817, -0.909318, -0.957394, -4.78272, -1.37801]","[0.2037842869758606, 0.7392858862876892, 0.1468883901834488, 0.5606880784034729, 0.5363552570343018, 0.2597241699695587, 0.06323351711034775, 0.0673401951789856, 0.29715415835380554, -0.023956380784511566, 0.3486171066761017, -0.20039936900138855, 0.30611729621887207, -0.13591116666793823, 0.9744381904602051, 1.70473313331604]",415,Shah-Waardenburg syndrome,Multiple
416.0,"[-0.754171, -0.518062, 0.262544, 0.167648, -0.635367, 0.564726, -1.19181, -0.20458, -1.03457, 1.99847, 1.85209, 2.18837, -0.903153, -0.891478, -4.95223, -1.37258]","[-0.3129473030567169, -0.03881460428237915, -0.5087940692901611, 0.8755204081535339, 0.2933386564254761, 0.8432027697563171, -0.23651105165481567, -0.07709157466888428, -0.06108427047729492, -0.05532515048980713, -0.1134929209947586, -0.03744131326675415, -0.32020387053489685, -0.9928557276725769, 0.8580536842346191, 1.4285234212875366]",416,ABCD syndrome,Multiple
417.0,"[-0.832172, -0.567336, 0.261271, 0.194482, -0.749793, 0.623113, -1.36896, -0.213223, -1.25435, 2.32846, 2.14322, 2.63318, -1.13037, -1.07858, -5.7585, -1.61054]","[-0.4549141228199005, -0.5706074237823486, 0.011439308524131775, 0.5881787538528442, 0.15490716695785522, 0.7354226112365723, 0.6649562120437622, -0.010078519582748413, -0.29348576068878174, -0.1364874541759491, 0.15162597596645355, -0.3341229259967804, -0.42281150817871094, -0.5622460842132568, 0.18787571787834167, 1.9906398057937622]",417,Waardenburg-Shah syndrome,Multiple
